CLIENTNUM,Attrition_Flag,DOB_Year,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Credit_Limit,Total_Trans_Ct,Avg_Utilization_Ratio
813752433,Attrited Customer,1978,F,3,Graduate,Single,Less than $40K,Blue,38,2,4075,27,0.487
711876333,Existing Customer,1968,M,3,Graduate,Married,$80K - $120K,Blue,36,1,7290,29,0.295
715256658,Existing Customer,1971,M,2,College,Single,$60K - $80K,Blue,36,3,5965,58,0.115
711329658,Existing Customer,1991,M,0,High School,Married,$120K +,Blue,13,1,9007,42,0.218
710227908,Existing Customer,1984,F,3,Graduate,Single,Less than $40K,Blue,36,2,6077,74,0.23
716362008,Existing Customer,1984,M,2,Doctorate,Married,$40K - $60K,Blue,29,3,1808,35,0.558
714939708,Existing Customer,1976,M,3,Graduate,Single,$80K - $120K,Blue,36,1,12810,74,0
708083283,Attrited Customer,1963,M,0,Unknown,Single,$40K - $60K,Blue,45,1,3421,21,0.736
719431608,Existing Customer,1958,F,0,College,Married,$40K - $60K,Blue,53,1,3118,24,0.49
769411758,Existing Customer,1978,M,1,Graduate,Single,$60K - $80K,Blue,37,3,20013,39,0.046
714248733,Existing Customer,1995,F,0,Unknown,Single,Unknown,Blue,13,1,4395,46,0.282
804481608,Existing Customer,1984,F,1,Unknown,Single,Less than $40K,Blue,32,3,9661,60,0
714631833,Existing Customer,1968,M,4,Graduate,Married,$60K - $80K,Blue,44,2,1973,38,0.671
769751958,Existing Customer,1966,M,3,Unknown,Married,$120K +,Blue,49,2,9926,57,0.203
717999183,Existing Customer,1985,M,3,High School,Married,$60K - $80K,Blue,36,3,4108,58,0.404
713075283,Existing Customer,1970,M,3,High School,Single,$120K +,Blue,36,1,20741,51,0.121
711561108,Existing Customer,1985,M,4,Graduate,Single,$80K - $120K,Blue,24,1,16335,71,0.055
709854483,Existing Customer,1986,F,1,High School,Married,Unknown,Blue,17,3,4588,62,0.549
713630733,Existing Customer,1987,F,2,Graduate,Single,Less than $40K,Blue,24,3,5712,54,0.342
717599283,Existing Customer,1964,M,0,Doctorate,Married,$60K - $80K,Blue,36,1,5335,49,0.226
806407308,Attrited Customer,1967,F,3,College,Single,Unknown,Blue,49,2,13184,33,0
712730583,Existing Customer,1992,M,0,Uneducated,Married,$60K - $80K,Blue,20,2,8592,50,0.14
712142733,Existing Customer,1984,F,3,Post-Graduate,Married,Less than $40K,Blue,26,3,1910,39,0.609
720153258,Existing Customer,1968,F,2,College,Single,Less than $40K,Blue,45,3,6210,62,0.174
814086333,Existing Customer,1985,M,3,College,Married,$40K - $60K,Blue,31,2,2220,44,0.602
715524708,Existing Customer,1972,M,5,Unknown,Single,$40K - $60K,Silver,41,2,20756,31,0.082
713307708,Existing Customer,1957,F,0,Unknown,Married,$40K - $60K,Blue,55,3,2895,37,0.869
714069858,Existing Customer,1968,M,3,Graduate,Married,$60K - $80K,Blue,36,3,3539,45,0.711
712789383,Existing Customer,1969,M,1,Graduate,Married,$120K +,Blue,44,1,9274,59,0.226
787983633,Existing Customer,1986,F,3,Uneducated,Married,Less than $40K,Blue,26,1,3187,33,0.79
758583708,Attrited Customer,1984,F,3,Graduate,Single,Less than $40K,Blue,24,1,2802,28,0.878
717130383,Existing Customer,1971,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,2334,30,0.303
720770883,Existing Customer,1956,F,0,Graduate,Single,Less than $40K,Blue,56,3,1438.3,61,0
716797758,Existing Customer,1968,F,2,Unknown,Married,Less than $40K,Blue,44,2,3519,33,0
713835258,Existing Customer,1968,M,1,Unknown,Married,$120K +,Blue,48,2,3088,40,0.675
720677733,Existing Customer,1981,M,3,Graduate,Married,$80K - $120K,Silver,36,3,34516,68,0.029
718587858,Existing Customer,1982,M,4,High School,Married,$60K - $80K,Blue,31,1,11906,39,0.171
710263608,Existing Customer,1968,F,3,High School,Married,Unknown,Blue,36,2,11098,46,0.074
715055433,Existing Customer,1985,M,3,Uneducated,Married,$60K - $80K,Blue,22,3,2224,44,0.797
715498308,Existing Customer,1986,F,2,Graduate,Married,$40K - $60K,Blue,36,3,3454,41,0.464
708099183,Existing Customer,1984,F,2,High School,Single,Less than $40K,Blue,36,2,5723,63,0.327
716452908,Existing Customer,1985,F,1,Unknown,Single,Less than $40K,Blue,36,2,9239,44,0.154
789959283,Existing Customer,1982,M,2,College,Single,$80K - $120K,Blue,24,3,4061,40,0.437
713536158,Existing Customer,1956,M,1,College,Married,Less than $40K,Blue,56,3,4189,31,0
716750358,Existing Customer,1976,F,1,Unknown,Married,Less than $40K,Blue,32,1,6373,82,0.245
815299833,Existing Customer,1983,F,2,Graduate,Married,Less than $40K,Blue,33,2,2228,61,0.771
721003008,Attrited Customer,1985,F,4,Graduate,Married,Less than $40K,Blue,24,2,3261,18,0.772
779883933,Existing Customer,1981,F,4,Graduate,Married,Less than $40K,Blue,24,3,8014,34,0.175
716612958,Existing Customer,1986,F,2,College,Married,$40K - $60K,Blue,29,1,10980,36,0.157
715859058,Existing Customer,1967,M,3,Post-Graduate,Married,$120K +,Blue,42,3,3092,37,0.7
772031733,Existing Customer,1981,M,4,Graduate,Single,$80K - $120K,Blue,29,1,14315,56,0.048
720668358,Existing Customer,1962,M,0,Uneducated,Single,$40K - $60K,Blue,46,3,1648,36,0.605
778708533,Attrited Customer,1995,F,0,High School,Single,$40K - $60K,Blue,13,2,1730,27,0.934
719649408,Existing Customer,1975,M,2,High School,Married,$60K - $80K,Blue,35,3,13768,44,0.055
715457658,Existing Customer,1992,F,1,Graduate,Married,Unknown,Blue,19,3,1709,48,0.857
711934308,Existing Customer,1983,M,3,Graduate,Single,$40K - $60K,Blue,19,2,1705,62,0
781326483,Existing Customer,1990,M,0,Graduate,Divorced,$60K - $80K,Blue,25,1,8673,58,0
712557708,Existing Customer,1986,M,1,High School,Married,$60K - $80K,Blue,21,2,6391,61,0.363
789187908,Existing Customer,1965,M,2,Uneducated,Married,$80K - $120K,Blue,45,2,11102,36,0.175
773297508,Existing Customer,1987,M,3,College,Married,$80K - $120K,Blue,28,1,24765,36,0.081
716529258,Existing Customer,1979,M,4,Doctorate,Married,$80K - $120K,Blue,27,3,31864,35,0
708242283,Existing Customer,1992,M,1,College,Single,$60K - $80K,Blue,36,3,5346,80,0
789247458,Existing Customer,1989,M,0,Graduate,Single,$40K - $60K,Blue,21,2,2801,54,0.526
717100833,Existing Customer,1984,F,2,High School,Married,Less than $40K,Blue,27,6,3148,31,0
716870583,Existing Customer,1985,F,3,Unknown,Married,Less than $40K,Blue,36,5,2786,55,0.584
719999508,Existing Customer,1984,M,3,Unknown,Married,$60K - $80K,Blue,24,1,11894,45,0.069
721236408,Existing Customer,1983,M,2,Graduate,Married,$80K - $120K,Blue,29,3,7535,41,0.334
720122808,Attrited Customer,1969,M,2,High School,Married,$60K - $80K,Silver,35,4,33180,14,0.015
716882658,Existing Customer,1959,F,2,Graduate,Married,Less than $40K,Blue,51,2,2986,55,0.547
713734758,Existing Customer,1986,F,2,Graduate,Married,Unknown,Blue,23,2,6729,50,0.353
709085358,Existing Customer,1985,M,1,Graduate,Single,$60K - $80K,Blue,36,3,2601,67,0.699
715785933,Existing Customer,1967,M,3,College,Married,$80K - $120K,Blue,45,3,3380,58,0.49
717159858,Existing Customer,1994,M,1,High School,Single,$60K - $80K,Blue,18,2,2730,61,0.495
713259858,Attrited Customer,1995,M,0,High School,Single,$40K - $60K,Blue,15,1,3324,22,0
787516908,Existing Customer,1965,F,2,Graduate,Married,Less than $40K,Blue,45,3,2665,58,0.692
711145008,Existing Customer,1961,F,1,Graduate,Married,$40K - $60K,Blue,47,3,5015,29,0.409
715013733,Existing Customer,1967,M,4,Graduate,Married,$60K - $80K,Blue,36,3,6905,25,0.334
717098208,Existing Customer,1973,M,3,Unknown,Married,$80K - $120K,Blue,41,2,5848,51,0.162
737982408,Existing Customer,1988,M,1,College,Single,$80K - $120K,Blue,26,3,19136,55,0.084
713216883,Existing Customer,1957,F,0,Unknown,Married,Less than $40K,Blue,55,3,3500,41,0.544
709361058,Existing Customer,1986,M,2,Graduate,Married,$60K - $80K,Blue,24,1,7453,47,0
710312658,Existing Customer,1967,F,2,Unknown,Married,Less than $40K,Blue,43,3,6266,27,0.29
773383158,Existing Customer,1992,F,1,College,Single,Less than $40K,Blue,23,3,4945,69,0
716053083,Attrited Customer,1988,M,2,Graduate,Married,$120K +,Blue,21,2,27992,18,0
717667833,Existing Customer,1987,M,1,Graduate,Married,$40K - $60K,Blue,36,2,3735,33,0.344
716998608,Existing Customer,1973,M,3,Graduate,Unknown,$60K - $80K,Blue,36,3,6703,44,0.187
772086408,Existing Customer,1983,M,3,High School,Single,$80K - $120K,Blue,27,1,6162,35,0.153
708597558,Existing Customer,1979,M,3,High School,Single,$60K - $80K,Blue,36,4,3337,68,0.238
718011783,Existing Customer,1966,M,3,Graduate,Married,$40K - $60K,Blue,36,3,2205,38,0.606
714360033,Existing Customer,1959,M,1,High School,Married,$40K - $60K,Blue,43,1,4450,44,0.324
811005858,Existing Customer,1988,F,0,Unknown,Married,Less than $40K,Blue,28,2,1438.3,70,0
794485158,Existing Customer,1983,M,2,Unknown,Married,$80K - $120K,Blue,18,1,2172,46,0.679
708513183,Existing Customer,1982,M,1,Uneducated,Married,$40K - $60K,Blue,29,2,4323,58,0.293
719353158,Existing Customer,1965,M,1,College,Married,$80K - $120K,Blue,45,1,4145,36,0.354
711436083,Existing Customer,1985,M,1,Graduate,Married,Less than $40K,Blue,18,3,2032,46,0.494
780374133,Existing Customer,1992,M,1,College,Single,$80K - $120K,Blue,19,3,7010,48,0.3
739117233,Existing Customer,1964,M,3,High School,Married,$120K +,Blue,50,3,3205,58,0.477
708486033,Existing Customer,1966,F,3,Post-Graduate,Married,Unknown,Blue,36,2,16547,48,0.092
795237183,Existing Customer,1970,F,2,Graduate,Married,$40K - $60K,Blue,45,2,5930,32,0
788788758,Existing Customer,1964,F,3,College,Single,Unknown,Blue,39,1,7469,46,0.235
709635858,Existing Customer,1965,F,3,Graduate,Married,Less than $40K,Blue,45,2,2235,27,0
789701658,Existing Customer,1995,M,0,College,Single,$40K - $60K,Blue,13,2,2047,33,0.584
713484483,Existing Customer,1985,F,4,Uneducated,Single,Unknown,Silver,21,1,34516,55,0.026
711954558,Existing Customer,1968,F,3,Graduate,Married,$40K - $60K,Blue,44,3,2636,34,0.894
712655583,Existing Customer,1980,M,3,Graduate,Married,$40K - $60K,Blue,32,3,6425,44,0.142
779686683,Existing Customer,1995,F,0,Post-Graduate,Single,Less than $40K,Blue,13,3,2902,34,0.575
711226758,Existing Customer,1970,F,1,College,Divorced,Less than $40K,Blue,42,2,4002,53,0.417
713241033,Existing Customer,1987,M,0,Graduate,Married,$60K - $80K,Blue,26,3,5175,49,0.189
788754108,Existing Customer,1956,F,1,Unknown,Single,$40K - $60K,Blue,48,2,4599,78,0.139
717013383,Existing Customer,1969,M,2,High School,Married,$80K - $120K,Blue,43,3,31258,53,0.049
712634133,Existing Customer,1967,F,2,Graduate,Married,Less than $40K,Blue,45,2,2683,37,0.623
709537683,Attrited Customer,1984,M,3,College,Married,$80K - $120K,Blue,30,4,11638,15,0.08
778627983,Existing Customer,1981,F,3,Graduate,Married,Unknown,Blue,20,1,1829,49,0.623
720241758,Existing Customer,1966,M,0,Doctorate,Married,$80K - $120K,Blue,36,1,8276,25,0.202
720814233,Existing Customer,1976,M,4,High School,Unknown,$80K - $120K,Blue,34,3,23539,38,0.054
785080308,Existing Customer,1984,F,2,High School,Married,Less than $40K,Blue,31,3,2352,48,0
713358633,Existing Customer,1991,M,1,Graduate,Single,$60K - $80K,Blue,36,1,11371,68,0.089
720392433,Existing Customer,1966,F,1,Unknown,Married,Less than $40K,Blue,36,6,2857,47,0.881
720282558,Existing Customer,1985,M,2,Graduate,Single,$80K - $120K,Silver,27,2,34516,73,0.045
821370858,Existing Customer,1982,M,1,Graduate,Married,$40K - $60K,Blue,35,3,6690,39,0.282
799249833,Existing Customer,1987,M,2,Graduate,Single,Less than $40K,Blue,28,1,4439,71,0.19
713016633,Existing Customer,1974,M,3,High School,Single,$60K - $80K,Blue,36,3,5344,36,0.296
814471983,Existing Customer,1979,M,3,High School,Divorced,$80K - $120K,Blue,37,3,27310,41,0
779612808,Existing Customer,1960,M,1,Graduate,Married,$40K - $60K,Blue,50,2,2531,35,0.932
716692683,Existing Customer,1990,M,1,College,Single,$40K - $60K,Blue,22,1,9096,54,0
790145733,Attrited Customer,1981,M,3,College,Single,$80K - $120K,Silver,33,3,34516,26,0
716038533,Existing Customer,1979,F,3,Graduate,Unknown,Less than $40K,Blue,32,1,7169,35,0.126
714421233,Existing Customer,1967,F,0,Graduate,Married,Less than $40K,Blue,36,3,5399,34,0.319
709783908,Existing Customer,1969,F,3,Unknown,Married,Less than $40K,Blue,47,3,2280,50,0.513
812788233,Existing Customer,1990,F,0,Graduate,Married,Less than $40K,Blue,21,1,6315,43,0.207
772452783,Existing Customer,1978,M,3,Unknown,Married,$40K - $60K,Blue,33,1,4402,46,0.373
714002658,Existing Customer,1972,M,2,Unknown,Married,$120K +,Blue,34,4,27732,31,0.059
713464983,Existing Customer,1976,F,2,Graduate,Unknown,$40K - $60K,Blue,36,3,4947,76,0.213
713910108,Existing Customer,1983,M,1,Graduate,Married,$80K - $120K,Blue,28,2,3946,43,0.602
808169358,Existing Customer,1964,M,2,Uneducated,Single,$40K - $60K,Blue,52,3,12291,50,0.186
714013083,Existing Customer,1958,F,2,Graduate,Married,$40K - $60K,Blue,53,2,3067,32,0.611
715381533,Existing Customer,1979,F,4,Post-Graduate,Single,Less than $40K,Blue,36,2,1438.3,55,0.469
717678408,Existing Customer,1960,F,1,Doctorate,Married,$40K - $60K,Blue,47,2,8633,51,0.292
719143308,Existing Customer,1984,M,2,Unknown,Single,$40K - $60K,Blue,28,4,2394,85,0
711509658,Attrited Customer,1960,M,2,Graduate,Married,$120K +,Blue,49,0,11374,26,0.221
757481283,Existing Customer,1986,M,3,College,Married,$60K - $80K,Blue,28,3,6921,35,0.312
808681158,Existing Customer,1964,M,0,Graduate,Married,$80K - $120K,Blue,52,6,2564,35,0.928
718867683,Existing Customer,1957,M,1,Unknown,Married,Less than $40K,Blue,55,3,2720,43,0.7
714618333,Existing Customer,1982,F,2,Doctorate,Married,Unknown,Blue,36,2,9843,35,0.219
794562783,Existing Customer,1993,F,0,Unknown,Single,Unknown,Blue,13,3,21691,51,0.03
708208758,Existing Customer,1968,M,1,Graduate,Single,$80K - $120K,Blue,45,3,1826,48,0.484
794504658,Existing Customer,1982,M,1,Unknown,Married,$60K - $80K,Blue,24,3,5746,44,0.318
714772758,Existing Customer,1986,F,3,Graduate,Married,Less than $40K,Blue,27,2,2926,48,0.46
713830233,Existing Customer,1974,F,5,High School,Married,$40K - $60K,Blue,36,3,7061,60,0.257
713577483,Existing Customer,1974,M,4,Unknown,Married,$80K - $120K,Blue,35,3,5589,31,0.256
814513008,Existing Customer,1983,M,2,Graduate,Married,$80K - $120K,Blue,33,3,9620,43,0.211
712765158,Existing Customer,1995,F,1,High School,Single,Less than $40K,Blue,15,3,2539,47,0.852
714411108,Existing Customer,1984,F,3,Graduate,Single,Unknown,Blue,28,2,3642,68,0.167
720231108,Existing Customer,1964,M,2,Graduate,Single,Less than $40K,Blue,39,4,3451,57,0
709035708,Existing Customer,1983,F,0,Unknown,Married,Less than $40K,Blue,36,2,1841,35,0.677
720662508,Existing Customer,1982,M,1,Graduate,Married,$120K +,Blue,25,3,5764,38,0.265
708623283,Existing Customer,1986,M,2,Uneducated,Single,$60K - $80K,Blue,16,3,18278,61,0
813247083,Existing Customer,1983,M,2,Graduate,Married,$80K - $120K,Blue,33,3,16059,26,0.038
780078333,Existing Customer,1965,M,2,Unknown,Married,$60K - $80K,Blue,41,2,5887,26,0.112
811915383,Existing Customer,1985,M,3,Uneducated,Married,$40K - $60K,Blue,31,2,3152,50,0.63
719818983,Attrited Customer,1982,M,1,College,Divorced,$80K - $120K,Blue,28,3,12464,35,0
716349183,Existing Customer,1963,F,1,Uneducated,Married,Unknown,Blue,36,2,4784,54,0
710067183,Existing Customer,1993,M,1,High School,Single,Less than $40K,Blue,36,2,1950,81,0
771234558,Existing Customer,1956,F,0,Graduate,Single,Less than $40K,Blue,56,3,7478,62,0
820288233,Existing Customer,1995,F,0,Uneducated,Single,Less than $40K,Blue,20,3,1438.3,39,0
717511533,Existing Customer,1993,M,0,Graduate,Single,Less than $40K,Blue,36,2,1707,87,0.698
711642108,Existing Customer,1991,F,1,Uneducated,Married,Unknown,Blue,13,2,4016,35,0.228
712495233,Existing Customer,1990,F,0,Uneducated,Married,Less than $40K,Blue,19,3,2370,53,0.717
718484283,Existing Customer,1964,M,3,Post-Graduate,Married,$60K - $80K,Blue,36,1,3478,49,0.724
717413658,Existing Customer,1978,M,4,High School,Married,$40K - $60K,Blue,32,2,1539,47,0.643
804668658,Attrited Customer,1995,F,0,Uneducated,Single,Less than $40K,Blue,20,2,1438.3,20,0
715934283,Existing Customer,1982,F,2,High School,Single,$40K - $60K,Blue,26,3,3142,56,0.522
717499083,Existing Customer,1986,M,0,Unknown,Single,$60K - $80K,Blue,36,1,17236,78,0
715279683,Existing Customer,1969,F,2,Uneducated,Married,$40K - $60K,Blue,36,1,1438.3,39,0
718971333,Existing Customer,1988,M,1,Graduate,Single,$80K - $120K,Blue,20,3,13206,51,0.07
709219533,Existing Customer,1968,M,3,High School,Married,$60K - $80K,Blue,41,1,2480,36,0.545
709150608,Existing Customer,1991,F,0,Unknown,Married,Less than $40K,Blue,19,1,2898,64,0
788259558,Existing Customer,1962,M,0,Unknown,Married,Less than $40K,Blue,51,3,1570,28,0.655
802464033,Existing Customer,1956,F,0,Graduate,Married,Less than $40K,Blue,56,3,4460,41,0.283
712757808,Existing Customer,1988,F,2,Uneducated,Married,Less than $40K,Blue,22,2,1544,40,0
714457083,Existing Customer,1969,F,2,High School,Married,Unknown,Blue,44,3,3456,24,0.642
713413758,Existing Customer,1995,F,1,College,Single,Unknown,Blue,16,3,2751,44,0.581
708741633,Existing Customer,1969,M,4,High School,Married,$60K - $80K,Blue,44,3,4153,41,0
714043833,Existing Customer,1984,F,3,Graduate,Single,Less than $40K,Blue,36,2,3685,85,0.379
789577833,Existing Customer,1965,M,2,Graduate,Married,$120K +,Blue,49,1,8902,29,0.217
787570758,Existing Customer,1986,M,2,Uneducated,Married,$120K +,Blue,26,3,2944,44,0.542
720371733,Existing Customer,1963,F,0,Graduate,Married,Less than $40K,Blue,47,3,2232,39,0.352
819117183,Existing Customer,1987,F,3,Unknown,Married,$40K - $60K,Blue,29,2,1569,48,0.579
711776433,Existing Customer,1984,M,3,Uneducated,Single,$80K - $120K,Blue,26,2,23622,65,0.049
709583133,Existing Customer,1968,M,3,Uneducated,Married,$40K - $60K,Blue,40,3,3326,54,0.434
719521983,Existing Customer,1983,M,2,Uneducated,Married,$40K - $60K,Blue,31,3,6116,32,0.278
718415133,Existing Customer,1983,M,1,Uneducated,Married,$80K - $120K,Blue,25,1,11352,34,0
710594358,Existing Customer,1993,F,0,Unknown,Single,Less than $40K,Silver,36,3,14910,72,0.059
709730508,Existing Customer,1982,F,0,High School,Single,Unknown,Blue,27,3,17531,61,0
720462633,Existing Customer,1978,F,3,Uneducated,Single,Less than $40K,Blue,29,2,4138,49,0.155
715005558,Existing Customer,1985,M,2,College,Single,$80K - $120K,Blue,36,2,8374,65,0.256
779993208,Existing Customer,1983,F,2,Uneducated,Married,Less than $40K,Blue,28,3,7049,27,0
787543008,Existing Customer,1984,M,1,Graduate,Single,$40K - $60K,Blue,27,3,3851,61,0.44
743265108,Existing Customer,1984,M,4,College,Single,$60K - $80K,Blue,30,1,15936,49,0.052
713770383,Existing Customer,1992,F,0,Uneducated,Divorced,Less than $40K,Blue,19,4,2926,74,0
712392108,Existing Customer,1970,M,3,High School,Married,$60K - $80K,Blue,36,2,10305,25,0.067
720145683,Existing Customer,1967,M,1,College,Married,$60K - $80K,Blue,42,2,2987,35,0.843
714832383,Existing Customer,1986,M,0,High School,Single,$80K - $120K,Gold,29,2,34516,70,0.057
772706283,Existing Customer,1983,F,2,College,Married,$40K - $60K,Blue,28,3,6275,43,0.252
795920358,Existing Customer,1988,F,2,High School,Married,Less than $40K,Blue,27,2,7185,45,0
716277558,Existing Customer,1976,F,1,Uneducated,Single,Less than $40K,Blue,36,3,3281,47,0.598
764776833,Existing Customer,1960,M,0,Graduate,Married,$40K - $60K,Blue,54,3,3077,30,0.535
710795883,Existing Customer,1988,F,3,Uneducated,Married,Less than $40K,Blue,16,1,2042,50,0.913
710428308,Existing Customer,1966,M,4,High School,Single,$60K - $80K,Blue,51,1,2001,51,0.776
721096983,Existing Customer,1987,F,2,Graduate,Single,Less than $40K,Blue,36,3,3625,46,0.694
715760733,Existing Customer,1963,M,4,High School,Married,$40K - $60K,Blue,47,3,7803,25,0.242
718227033,Existing Customer,1983,F,4,Graduate,Married,Less than $40K,Blue,30,1,5951,53,0.286
720610008,Attrited Customer,1962,M,1,College,Married,$120K +,Blue,50,5,15796,23,0.051
719517258,Existing Customer,1964,M,4,Unknown,Single,$80K - $120K,Blue,36,3,7558,67,0.18
714111333,Existing Customer,1966,M,1,High School,Married,$60K - $80K,Blue,46,1,5381,38,0
717551358,Existing Customer,1958,M,0,Graduate,Married,$60K - $80K,Blue,55,1,3556,56,0.708
813573333,Existing Customer,1961,M,1,High School,Married,Less than $40K,Blue,55,1,2661,25,0.551
711709683,Existing Customer,1968,F,2,Uneducated,Married,Less than $40K,Blue,36,1,3506,48,0.401
712902483,Existing Customer,1986,M,3,High School,Married,$60K - $80K,Blue,24,2,2066,43,0.822
710893533,Existing Customer,1968,M,1,Unknown,Married,$120K +,Blue,42,1,8329,56,0.105
719883858,Existing Customer,1963,M,2,Graduate,Married,Less than $40K,Blue,48,1,2774,33,0
719628033,Existing Customer,1988,F,1,Post-Graduate,Married,Unknown,Blue,36,3,4134,52,0.273
712043433,Existing Customer,1968,M,1,Graduate,Married,$80K - $120K,Blue,36,2,11329,33,0.104
769095558,Existing Customer,1962,M,1,Doctorate,Single,$60K - $80K,Blue,53,2,9055,45,0.172
816094233,Existing Customer,1984,M,1,High School,Married,$120K +,Blue,32,2,17393,38,0.081
758417508,Existing Customer,1971,F,4,High School,Divorced,Less than $40K,Blue,43,3,5908,72,0
721234308,Existing Customer,1986,F,2,Uneducated,Married,Less than $40K,Blue,21,2,5825,62,0.312
717138558,Existing Customer,1993,M,0,Post-Graduate,Married,$40K - $60K,Blue,16,1,3665,31,0
798120858,Existing Customer,1984,M,3,Uneducated,Married,$80K - $120K,Blue,31,2,3797,44,0.375
709997958,Existing Customer,1982,M,3,Graduate,Married,$40K - $60K,Blue,28,3,3478,54,0
712617408,Existing Customer,1990,M,1,Post-Graduate,Single,$40K - $60K,Blue,20,3,13734,74,0
720158208,Existing Customer,1984,M,3,Graduate,Married,$60K - $80K,Blue,23,3,3034,49,0.714
716548083,Existing Customer,1982,M,4,Graduate,Married,Less than $40K,Blue,32,1,2973,57,0.794
717631008,Existing Customer,1983,M,2,Graduate,Married,$80K - $120K,Blue,31,1,24296,48,0
813964383,Existing Customer,1986,M,3,Graduate,Single,$40K - $60K,Blue,30,1,8969,59,0.137
719952408,Existing Customer,1991,M,0,Graduate,Married,Less than $40K,Blue,36,3,2550,51,0.636
771028533,Attrited Customer,1973,F,3,Post-Graduate,Married,Less than $40K,Silver,35,1,10357,25,0
771823308,Existing Customer,1988,F,2,Uneducated,Unknown,Less than $40K,Blue,21,1,1475,33,0.668
719854008,Existing Customer,1974,M,3,Unknown,Single,$40K - $60K,Blue,36,6,5154,32,0.273
713998233,Existing Customer,1984,F,2,High School,Single,Less than $40K,Blue,36,2,3586,57,0.394
714746358,Existing Customer,1983,M,3,Unknown,Married,$60K - $80K,Blue,28,1,4646,35,0.362
713574708,Existing Customer,1982,M,3,College,Single,$40K - $60K,Blue,28,2,1640,66,0.718
714753258,Existing Customer,1987,M,2,Unknown,Married,$60K - $80K,Blue,36,2,2379,50,0.833
712004208,Existing Customer,1956,M,0,Graduate,Single,Less than $40K,Blue,56,3,3422,59,0
719621958,Existing Customer,1978,M,3,Graduate,Unknown,$60K - $80K,Blue,28,2,4365,40,0
819610908,Attrited Customer,1983,M,2,Uneducated,Single,$80K - $120K,Blue,33,4,32938,26,0.063
823948308,Existing Customer,1973,M,4,Post-Graduate,Unknown,$40K - $60K,Blue,44,2,6710,37,0.289
712064358,Existing Customer,1983,M,1,Graduate,Married,$60K - $80K,Blue,36,3,2507,34,0.616
816013383,Attrited Customer,1956,F,0,Graduate,Divorced,Less than $40K,Blue,56,6,6184,27,0
758765808,Existing Customer,1985,F,2,Unknown,Married,Less than $40K,Blue,29,3,2029,40,0.586
780881358,Existing Customer,1986,M,3,Graduate,Single,$40K - $60K,Silver,17,3,16659,74,0
709422183,Existing Customer,1963,F,1,Graduate,Married,Less than $40K,Blue,46,2,2203,45,0.633
779951058,Existing Customer,1967,F,3,High School,Married,Unknown,Blue,38,2,5122,39,0.321
809941233,Existing Customer,1968,M,1,Graduate,Married,$80K - $120K,Blue,48,1,3074,38,0.777
710844408,Existing Customer,1983,M,3,Post-Graduate,Married,$60K - $80K,Blue,36,3,2584,28,0
819002508,Existing Customer,1990,M,1,Unknown,Single,$40K - $60K,Blue,26,1,2037,64,0
807141183,Existing Customer,1987,M,1,Graduate,Married,$120K +,Blue,29,3,14938,36,0.095
711119358,Existing Customer,1983,M,3,Unknown,Married,$60K - $80K,Blue,31,1,2014,52,0.445
808273533,Attrited Customer,1982,M,2,High School,Single,$60K - $80K,Blue,34,4,1818,55,0
716297658,Existing Customer,1984,M,2,Graduate,Single,$80K - $120K,Blue,36,1,14926,55,0
716532258,Existing Customer,1970,F,1,High School,Single,Less than $40K,Blue,43,3,2827,55,0.463
720540708,Existing Customer,1968,F,3,Uneducated,Married,Less than $40K,Blue,42,2,2773,25,0.543
720904233,Existing Customer,1968,M,0,Graduate,Married,$80K - $120K,Blue,41,3,16033,31,0.035
720863133,Existing Customer,1956,M,1,Graduate,Married,Less than $40K,Blue,54,3,3213,39,0.783
714957108,Existing Customer,1988,F,3,High School,Divorced,Less than $40K,Blue,26,1,3616,72,0
790102008,Existing Customer,1984,M,3,Doctorate,Single,$60K - $80K,Blue,30,1,5924,80,0.173
781933983,Existing Customer,1974,M,4,Graduate,Married,$40K - $60K,Blue,41,3,14535,76,0
712643358,Existing Customer,1962,F,0,High School,Married,Less than $40K,Blue,49,2,2833,23,0.568
716686158,Existing Customer,1962,F,0,Post-Graduate,Married,Less than $40K,Blue,49,2,1479,32,0.406
806894133,Existing Customer,1987,F,3,Post-Graduate,Single,Unknown,Blue,29,1,1617,55,0.833
721344858,Existing Customer,1995,M,0,Uneducated,Single,Less than $40K,Blue,13,4,2237,36,0.202
813230208,Existing Customer,1976,M,4,College,Single,$120K +,Blue,40,3,2900,64,0.614
716835033,Existing Customer,1967,F,2,Graduate,Married,Unknown,Blue,45,3,13126,37,0.159
787500333,Existing Customer,1969,M,2,Post-Graduate,Single,$80K - $120K,Blue,40,1,8695,58,0.162
768582033,Existing Customer,1974,M,3,High School,Married,$40K - $60K,Blue,41,3,6692,76,0.283
713992158,Existing Customer,1964,F,4,Unknown,Married,Less than $40K,Blue,36,1,2159,30,0.465
719916408,Existing Customer,1987,M,5,Graduate,Married,$60K - $80K,Blue,27,2,2501,34,0.763
789433758,Existing Customer,1985,M,0,College,Married,$80K - $120K,Blue,27,3,6338,39,0.375
785011383,Attrited Customer,1985,F,0,Uneducated,Divorced,$40K - $60K,Blue,30,3,2190,38,0
