price,kilometers,vehicle_age_years,fuel_type,no_of_cylinders
66000,1330000,5,Petrol,4
89000,88000,5,Petrol,4
135000,12000,3,Petrol,4
85900,0,0,Petrol,4
119000,84200,5,Petrol,6
67000,180000,8,Petrol,6
95900,22429,1,Petrol,4
69900,27699,5,Petrol,4
39000,110000,10,Petrol,6
129000,50000,5,Petrol,4
120000,80000,4,Petrol,6
59000,74000,6,Petrol,4
140000,42000,4,Petrol,4
234000,13800,2,Petrol,6
232000,15000,1,Petrol,4
299990,13733,0,Petrol,6
59900,12608,1,Petrol,4
395000,0,1,Petrol,8
155000,56424,9,Petrol,6
62000,47000,3,Hybrid,4
28500,138000,10,Petrol,6
78000,0,0,Petrol,4
89000,98000,8,Petrol,4
79500,30000,3,Petrol,4
309000,40000,2,Petrol,6
899000,8000,3,Petrol,8
269000,79582,5,Petrol,8
220000,37500,6,Petrol,6
285000,41400,6,Petrol,8
125000,87000,6,Petrol,6
129500,46000,6,Petrol,6
63000,0,0,Petrol,4
74500,0,1,Petrol,4
210000,0,1,Petrol,6
20000,84000,4,Petrol,4
28000,150000,12,Petrol,6
38000,80000,6,Petrol,4
89000,91000,6,Petrol,6
115000,110000,9,Petrol,8
33000,180000,10,Petrol,6
23900,131000,10,Petrol,4
29000,170000,29,Petrol,8
19000,166000,7,Petrol,4
46000,88000,5,Petrol,4
569000,32000,10,Petrol,8
34000,94000,4,Petrol,4
67990,128567,7,Petrol,6
47990,110786,6,Petrol,4
39500,90000,17,Petrol,8
63000,69000,12,Petrol,6
55000,58249,9,Petrol,4
379000,29800,4,Petrol,8
33000,115000,6,Petrol,4
29000,374999,9,Petrol,4
18000,378000,19,Petrol,6
109500,159000,7,Petrol,6
115000,144000,5,Petrol,6
24500,114000,6,Petrol,4
37500,134000,9,Petrol,4
19900,169000,8,Petrol,4
18000,180000,18,Petrol,8
148000,46000,8,Petrol,8
38000,55000,15,Petrol,8
33000,75000,17,Petrol,6
140000,85000,5,Petrol,6
59000,45000,10,Petrol,6
138000,47000,7,Petrol,6
184000,97000,7,Petrol,6
80000,14000,2,Petrol,6
148000,54000,5,Petrol,4
23000,280000,10,Petrol,6
369000,7200,3,Petrol,8
269000,37000,2,Diesel,8
71990,101550,4,Petrol,4
725000,8000,3,Petrol,8
159500,25000,3,Petrol,6
24000,185000,9,Petrol,3
109000,27000,2,Petrol,6
559000,42990,3,Petrol,8
255000,37000,15,Petrol,6
26500,220000,8,Hybrid,4
69000,86000,6,Petrol,4
129000,9500,2,Petrol,6
79500,33000,4,Petrol,6
79500,58500,4,Petrol,6
49500,123000,8,Petrol,4
109000,700,1,Petrol,4
22500,170000,7,Petrol,4
329900,59441,5,Petrol,8
45000,90000,6,Petrol,4
89000,45700,6,Petrol,6
90000,88000,5,Petrol,6
127000,85000,6,Petrol,6
35000,104120,9,Petrol,6
56000,13281,4,Petrol,6
65000,40310,4,Petrol,6
55000,53495,4,Petrol,6
57000,45860,3,Petrol,4
145000,162000,6,Petrol,6
30000,157000,12,Petrol,6
45000,138000,12,Petrol,8
40000,202000,9,Petrol,6
38500,144000,9,Petrol,4
87500,141000,7,Petrol,8
23000,194000,9,Petrol,4
35000,193000,8,Petrol,4
210000,12000,7,Petrol,6
29500,53000,5,Petrol,4
59000,110000,8,Diesel,4
29000,128000,6,Petrol,4
32000,86000,4,Petrol,4
360000,24000,5,Petrol,6
910000,800,1,Petrol,8
1360,7800,2,Petrol,10
150000,50000,4,Petrol,4
78000,0,0,Petrol,4
60000,0,0,Hybrid,4
166000,0,1,Diesel,8
105000,0,2,Hybrid,4
67000,0,0,Petrol,4
59000,0,1,Petrol,4
95000,53000,6,Petrol,6
150000,113000,7,Petrol,6
113000,116250,9,Petrol,8
68000,144000,10,Petrol,8
139000,97000,6,Petrol,6
88000,45000,7,Petrol,4
55000,48000,5,Petrol,6
15999,86000,7,Petrol,4
70000,33688,2,Petrol,4
29500,198000,10,Petrol,6
25000,175000,17,Petrol,8
168000,93000,6,Electric,0
24000,280000,13,Petrol,8
72000,150000,10,Petrol,6
169000,53600,6,Petrol,6
310000,13200,2,Petrol,8
279000,54000,4,Diesel,8
210000,41000,3,Petrol,6
147000,35000,5,Petrol,4
42900,90000,4,Petrol,4
209000,65000,7,Petrol,8
139000,116000,8,Petrol,6
249000,80000,5,Petrol,6
105000,44000,5,Petrol,4
330000,33500,5,Petrol,8
99000,35000,5,Petrol,4
189000,23000,3,Petrol,8
120000,140000,8,Petrol,6
540000,3500,1,Petrol,8
89999,0,0,Petrol,4
149000,100000,8,Petrol,8
54000,0,0,Petrol,4
239000,30000,3,Petrol,6
138000,108164,5,Petrol,6
499000,0,0,Petrol,6
390000,7300,15,Petrol,8
329000,85000,11,Petrol,12
189000,88000,7,Petrol,8
70000,33688,2,Petrol,4
29500,198000,10,Petrol,6
25000,175000,17,Petrol,8
168000,93000,6,Electric,0
24000,280000,13,Petrol,8
72000,150000,10,Petrol,6
169000,53600,6,Petrol,6
310000,13200,2,Petrol,8
279000,54000,4,Diesel,8
210000,41000,3,Petrol,6
147000,35000,5,Petrol,4
42900,90000,4,Petrol,4
209000,65000,7,Petrol,8
139000,116000,8,Petrol,6
249000,80000,5,Petrol,6
105000,44000,5,Petrol,4
330000,33500,5,Petrol,8
99000,35000,5,Petrol,4
189000,23000,3,Petrol,8
199000,33000,2,Petrol,6
249000,15000,2,Diesel,6
142000,112000,7,Petrol,6
149000,8500,2,Petrol,8
129000,2500,2,Petrol,4
188000,23000,2,Petrol,6
290000,22000,4,Diesel,6
249000,48000,5,Petrol,6
159000,81000,4,Petrol,4
45000,92000,2,Petrol,4
95000,106000,7,Petrol,4
185000,54000,2,Petrol,8
129000,72000,7,Petrol,8
77000,23000,3,Petrol,4
45000,21000,3,Petrol,4
35000,74000,5,Petrol,4
42500,86000,7,Petrol,4
279000,43000,3,Petrol,8
85000,104000,5,Petrol,8
125000,63000,4,Petrol,4
289000,0,1,Petrol,4
549000,13500,2,Petrol,10
195000,144000,6,Petrol,8
19999,85500,8,Petrol,0
11900,196000,15,Petrol,4
125000,78000,16,Petrol,8
115000,31000,3,Petrol,4
33000,220000,10,Petrol,6
79999,7800,1,Petrol,3
105000,204000,9,Petrol,8
9590,100000,16,Petrol,4
150000,94000,37,Petrol,8
105000,29600,4,Petrol,6
93000,74712,4,Petrol,4
52000,82700,6,Petrol,6
91000,11066,4,Petrol,6
89000,67542,5,Petrol,6
112000,27461,2,Petrol,6
75000,61000,5,Petrol,6
76000,62330,4,Hybrid,4
102000,46519,3,Petrol,6
59999,6000,2,Petrol,4
102000,51000,6,Petrol,6
79999,103000,6,Petrol,8
49999,77000,5,Petrol,6
66000,65000,7,Petrol,4
72000,61000,4,Petrol,8
65000,81000,4,Petrol,4
85000,61000,4,Petrol,6
63000,39000,3,Petrol,4
105000,31000,2,Petrol,4
42000,288761,12,Petrol,8
53000,7700,1,Petrol,4
55000,92000,8,Petrol,4
62000,83000,6,Petrol,4
95000,55000,4,Petrol,8
92000,41000,3,Petrol,8
72000,125000,10,Petrol,8
46000,102000,6,Petrol,6
62000,67000,4,Petrol,6
59999,62000,5,Petrol,4
67000,45000,3,Petrol,4
73000,35000,3,Petrol,6
110000,64000,4,Petrol,8
89000,31000,3,Petrol,4
135000,81000,5,Petrol,6
25000,241000,16,Petrol,8
40000,108055,7,Petrol,4
379000,116000,4,Petrol,8
35000,57000,4,Petrol,4
67000,68000,5,Petrol,6
73000,130000,7,Petrol,8
73000,130000,7,Petrol,8
44000,51000,5,Petrol,6
28000,115000,11,Petrol,6
22000,250000,14,Petrol,6
87000,78000,6,Petrol,4
77000,25000,5,Petrol,4
165000,135000,6,Petrol,0
79500,600,1,Petrol,4
67000,211000,11,Petrol,8
98000,140000,12,Petrol,8
67000,211000,11,Petrol,8
69000,35000,4,Petrol,6
77000,61000,5,Petrol,4
87000,21000,2,Petrol,8
65000,41000,3,Petrol,6
75000,138000,7,Petrol,8
123000,36000,3,Petrol,4
77000,64000,6,Petrol,4
118000,33000,3,Petrol,4
108000,31000,6,Petrol,4
57000,75000,5,Petrol,4
128000,79000,6,Petrol,4
53000,120000,12,Petrol,8
218000,88000,4,Petrol,6
870000,20,0,Petrol,0
78000,93000,5,Petrol,4
188000,61000,6,Petrol,6
78000,120000,6,Petrol,4
223000,32000,3,Petrol,4
228000,51000,4,Petrol,6
135000,1200,0,Petrol,4
183000,1880,2,Petrol,4
168000,95000,5,Petrol,4
115000,60000,4,Petrol,4
37000,167000,12,Petrol,4
19999,300000,18,Petrol,8
69000,70000,5,Petrol,4
109000,99000,5,Petrol,6
54000,44000,10,Petrol,4
116000,61000,4,Petrol,6
109000,100000,5,Petrol,4
178000,35000,3,Petrol,4
104000,125000,8,Petrol,6
145000,32000,4,Petrol,6
29000,160000,10,Petrol,3
109000,130000,10,Petrol,6
99000,92000,5,Petrol,6
269000,32000,1,Petrol,5
139000,59000,6,Petrol,4
409000,53000,9,Petrol,8
139000,98000,8,Petrol,6
259000,68000,3,Electric,0
899000,3000,1,Petrol,8
109000,66000,7,Petrol,4
67000,42000,1,Petrol,4
39000,230000,11,Petrol,6
185000,27000,1,Petrol,4
889000,55000,7,Petrol,12
259000,32000,5,Petrol,6
55000,122000,7,Petrol,4
275000,0,0,Petrol,4
305000,45000,4,Petrol,6
129000,32000,3,Petrol,4
35000,86000,18,Petrol,8
179000,68000,10,Petrol,8
369000,13000,2,Petrol,6
149000,24000,4,Petrol,6
149000,45000,5,Hybrid,4
319000,46000,18,Petrol,12
990000,27000,5,Petrol,12
235000,80000,5,Petrol,6
439000,28000,2,Petrol,6
449000,37000,3,Petrol,8
35000,87000,6,Petrol,4
139000,45000,7,Petrol,4
99000,40000,7,Petrol,4
139000,13000,2,Petrol,4
99000,6000,7,Petrol,8
369000,65000,9,Petrol,8
1199,6000,4,Petrol,8
79000,57000,8,Petrol,6
155000,14000,3,Petrol,4
279000,71000,7,Petrol,8
749000,20000,6,Petrol,8
42000,76000,8,Petrol,4
21500,182500,9,Petrol,4
52500,149765,10,Petrol,6
22000,143636,9,Petrol,4
59800,121000,7,Petrol,8
38000,4000,1,Petrol,4
44000,95000,4,Petrol,4
78000,94000,5,Hybrid,4
70000,74000,4,Petrol,4
58500,45000,4,Petrol,4
139000,13000,2,Petrol,4
99000,6000,7,Petrol,8
369000,65000,9,Petrol,8
1199,6000,4,Petrol,8
79000,57000,8,Petrol,6
155000,14000,3,Petrol,4
279000,71000,7,Petrol,8
749000,20000,6,Petrol,8
42000,76000,8,Petrol,4
21500,182500,9,Petrol,4
52500,149765,10,Petrol,6
22000,143636,9,Petrol,4
59800,121000,7,Petrol,8
38000,4000,1,Petrol,4
44000,95000,4,Petrol,4
78000,94000,5,Hybrid,4
70000,74000,4,Petrol,4
58500,45000,4,Petrol,4
49000,12000,2,Petrol,4
17000,187723,9,Petrol,4
60000,27000,4,Petrol,4
32900,78000,4,Petrol,4
58000,41000,3,Petrol,4
60000,142001,7,Petrol,4
38000,65000,5,Petrol,5
52500,149765,10,Petrol,6
22000,143636,9,Petrol,4
59800,121000,7,Petrol,8
38000,4000,1,Petrol,4
44000,95000,4,Petrol,4
78000,94000,5,Hybrid,4
70000,74000,4,Petrol,4
58500,45000,4,Petrol,4
49000,12000,2,Petrol,4
17000,187723,9,Petrol,4
60000,27000,4,Petrol,4
32900,78000,4,Petrol,4
58000,41000,3,Petrol,4
60000,142001,7,Petrol,4
38000,65000,5,Petrol,5
16000,181451,20,Petrol,6
96500,44000,3,Petrol,4
154000,13000,2,Petrol,6
60000,25000,4,Petrol,5
84000,29000,5,Petrol,4
59000,40000,4,Petrol,4
51000,30000,4,Petrol,4
60500,40000,3,Petrol,4
97000,5000,2,Petrol,4
59000,45000,4,Petrol,4
40000,81000,5,Petrol,4
27500,61000,4,Petrol,4
33500,81000,5,Petrol,4
21500,125000,8,Petrol,4
60000,111800,24,Petrol,8
145000,16984,7,Petrol,6
49000,410000,4,Petrol,4
23000,148000,8,Petrol,4
25800,346000,9,Petrol,4
150000,88000,10,Petrol,6
129000,27000,1,Petrol,4
810000,9000,3,Petrol,6
2000,6200,1,Petrol,12
18999,210000,16,Petrol,3
45000,121000,11,Petrol,4
35000,180000,9,Petrol,4
34000,109200,5,Petrol,4
95000,95000,4,Petrol,4
20000,255000,9,Petrol,4
18500,147000,10,Petrol,4
64500,25000,1,Petrol,4
26500,46000,9,Petrol,4
89000,102000,5,Petrol,4
89000,212000,7,Petrol,8
69000,142000,9,Petrol,6
119000,59000,6,Petrol,6
25500,81000,5,Petrol,4
42000,91000,6,Petrol,4
42500,97000,2,Petrol,4
36500,82000,6,Petrol,4
46000,65120,3,Petrol,4
27000,59000,4,Petrol,4
40000,81000,5,Petrol,4
27500,61000,4,Petrol,4
33500,81000,5,Petrol,4
21500,125000,8,Petrol,4
60000,111800,24,Petrol,8
145000,16984,7,Petrol,6
49000,410000,4,Petrol,4
23000,148000,8,Petrol,4
25800,346000,9,Petrol,4
150000,88000,10,Petrol,6
129000,27000,1,Petrol,4
810000,9000,3,Petrol,6
2000,6200,1,Petrol,12
18999,210000,16,Petrol,3
45000,121000,11,Petrol,4
35000,180000,9,Petrol,4
34000,109200,5,Petrol,4
20000,255000,9,Petrol,4
17000,193000,9,Petrol,4
51500,66500,1,Petrol,4
31500,164300,9,Petrol,4
36500,149800,10,Petrol,6
39500,84200,4,Petrol,4
49500,169000,9,Petrol,6
57500,104000,8,Petrol,6
32500,208500,9,Petrol,6
94500,111600,7,Petrol,6
52000,120500,10,Petrol,8
29500,128000,8,Petrol,4
42500,161500,8,Petrol,6
58000,391000,5,Petrol,6
59000,141000,6,Petrol,4
69000,75000,5,Petrol,4
75000,91000,4,Petrol,4
95000,41000,4,Petrol,8
75000,76000,5,Petrol,8
75000,53000,4,Petrol,6
89000,41000,3,Petrol,8
82000,28000,4,Petrol,4
138000,103000,7,Petrol,6
65000,200000,10,Petrol,8
85000,43000,8,Petrol,6
89000,10,0,Petrol,4
89000,20,0,Petrol,4
109000,10,0,Petrol,4
99000,12,0,Petrol,4
119000,12,0,Petrol,4
89000,20,0,Petrol,4
119000,12,0,Petrol,4
99000,10,0,Petrol,4
109000,10,0,Petrol,4
89000,20,0,Petrol,4
42000,130000,8,Petrol,4
639999,77,2,Petrol,8
169000,299,1,Petrol,3
47999,105000,8,Petrol,4
330000,14000,2,Petrol,6
259000,89000,6,Petrol,8
22000,120000,11,Petrol,4
106000,71000,4,Petrol,6
15000,273000,13,Petrol,4
29000,56934,6,Petrol,4
225000,0,1,Petrol,6
164000,0,1,Diesel,8
244000,0,0,Petrol,6
179000,0,1,Petrol,6
106000,0,0,Petrol,4
59500,161000,6,Petrol,4
46000,90000,8,Petrol,6
79000,125000,6,Petrol,4
82000,62000,7,Petrol,4
97000,163000,9,Petrol,8
53000,58000,5,Petrol,6
48000,160000,10,Petrol,8
47000,167000,8,Petrol,6
45000,92000,6,Petrol,4
77000,134000,6,Petrol,4
53000,85000,6,Petrol,6
58000,137000,8,Petrol,4
47000,142000,8,Petrol,4
42000,148700,11,Petrol,6
50000,100000,7,Petrol,4
29500,130625,7,Hybrid,4
44999,96900,5,Petrol,4
33000,227000,8,Petrol,6
28000,96100,4,Petrol,3
39499,92137,4,Petrol,4
59999,89600,4,Petrol,4
20999,141000,11,Petrol,4
56499,96500,4,Petrol,4
46499,112349,6,Petrol,4
85000,122000,9,Petrol,8
77000,134000,6,Petrol,4
53000,85000,6,Petrol,6
58000,137000,8,Petrol,4
47000,142000,8,Petrol,4
42000,148700,11,Petrol,6
50000,100000,7,Petrol,4
29500,130625,7,Hybrid,4
44999,96900,5,Petrol,4
33000,227000,8,Petrol,6
28000,96100,4,Petrol,3
39499,92137,4,Petrol,4
59999,89600,4,Petrol,4
20999,141000,11,Petrol,4
56499,96500,4,Petrol,4
46499,112349,6,Petrol,4
85000,122000,9,Petrol,8
37000,163000,9,Petrol,6
132000,75000,3,Petrol,6
115000,49000,3,Petrol,4
185000,200000,8,Petrol,8
16000,420000,13,Petrol,4
49000,195000,10,Petrol,4
49900,4000,2,Petrol,3
62500,87000,9,Petrol,4
25900,314000,19,Petrol,6
39499,92137,4,Petrol,4
59999,89600,4,Petrol,4
20999,141000,11,Petrol,4
56499,96500,4,Petrol,4
46499,112349,6,Petrol,4
85000,122000,9,Petrol,8
37000,163000,9,Petrol,6
132000,75000,3,Petrol,6
115000,49000,3,Petrol,4
185000,200000,8,Petrol,8
16000,420000,13,Petrol,4
49000,195000,10,Petrol,4
49900,4000,2,Petrol,3
62500,87000,9,Petrol,4
25900,314000,19,Petrol,6
39900,101000,11,Petrol,6
16900,268000,16,Petrol,8
29900,157000,9,Petrol,4
54900,146000,11,Petrol,6
41900,98000,8,Petrol,5
278000,78000,5,Petrol,6
44000,149000,10,Petrol,6
149000,37000,2,Petrol,6
325000,22682,1,Petrol,6
155000,60000,5,Petrol,6
489000,46000,7,Petrol,12
349000,6000,6,Hybrid,3
649000,25000,6,Petrol,8
1250,22000,5,Petrol,12
899000,39000,6,Petrol,12
295000,110000,7,Petrol,12
1250,32000,5,Petrol,12
1250,47000,4,Petrol,12
625000,100,1,Petrol,6
1050,17000,4,Petrol,8
1590,300,2,Petrol,8
1490,29000,4,Petrol,12
1790,24000,4,Petrol,12
2700,200,1,Petrol,12
1450,9000,2,Petrol,12
1750,500,1,Petrol,12
2650,500,1,Petrol,12
1450,9000,4,Petrol,12
799000,5000,7,Petrol,12
1550,100,4,Petrol,12
1090,12000,4,Petrol,12
2150,100,2,Petrol,12
385000,29000,3,Petrol,8
675000,46000,2,Petrol,8
799000,16000,2,Petrol,8
1590,300,2,Petrol,8
1490,29000,4,Petrol,12
1790,24000,4,Petrol,12
2700,200,1,Petrol,12
1450,9000,2,Petrol,12
1750,500,1,Petrol,12
2650,500,1,Petrol,12
1450,9000,4,Petrol,12
799000,5000,7,Petrol,12
1550,100,4,Petrol,12
1090,12000,4,Petrol,12
2150,100,2,Petrol,12
385000,29000,3,Petrol,8
675000,46000,2,Petrol,8
799000,16000,2,Petrol,8
1250,100,1,Petrol,6
749000,18000,5,Petrol,6
799000,100,0,Petrol,6
749000,11000,1,Petrol,8
565000,5000,0,Petrol,6
265000,45000,10,Petrol,8
799000,39000,2,Petrol,8
799000,28000,2,Petrol,8
819000,100,1,Petrol,8
775000,100,1,Petrol,8
1590,400,1,Petrol,8
1550,200,2,Petrol,8
349000,42000,2,Petrol,8
1150,3000,1,Petrol,8
399000,26000,8,Petrol,12
629000,25000,5,Petrol,12
24000,103000,9,Petrol,4
162750,75000,6,Petrol,6
159750,95000,5,Petrol,6
28900,155130,10,Petrol,4
115000,67000,3,Petrol,0
78000,83000,3,Petrol,4
95000,97000,6,Petrol,6
69000,420000,10,Petrol,8
54000,186000,8,Petrol,4
78000,170000,11,Petrol,8
178000,180000,10,Petrol,8
97000,160000,8,Petrol,8
63000,277000,22,Petrol,8
107000,110000,6,Petrol,8
58000,145000,5,Petrol,4
108000,77000,6,Petrol,6
83500,150000,10,Petrol,6
73000,230000,6,Diesel,4
78000,100000,15,Petrol,6
75000,68826,6,Petrol,6
50000,211791,6,Petrol,6
150000,38040,6,Petrol,4
241000,25341,2,Petrol,8
47500,126881,4,Petrol,5
195000,75446,4,Petrol,4
297000,4446,1,Petrol,4
177000,21489,0,Petrol,6
27000,203137,7,Petrol,4
59000,67153,4,Hybrid,4
159000,40789,3,Petrol,6
122000,81419,7,Petrol,4
34500,149000,12,Petrol,6
559000,20000,2,Petrol,8
579000,44000,7,Petrol,12
22500,85000,5,Petrol,4
149000,131000,6,Petrol,8
79900,32200,3,Petrol,4
120000,139000,8,Petrol,6
16000,120000,8,Petrol,4
32500,163000,8,Petrol,6
220000,7665,1,Petrol,4
198000,120000,5,Petrol,6
12000,200000,13,Petrol,6
97000,36000,3,Petrol,6
33000,81000,6,Petrol,4
21000,96500,12,Petrol,4
25000,95000,7,Petrol,4
15000,183000,16,Petrol,6
69000,110300,4,Petrol,4
243000,0,0,Petrol,4
549000,12221,2,Petrol,8
999900,7500,1,Petrol,8
12500,200000,16,Petrol,6
82000,0,1,Petrol,4
80000,0,0,Petrol,4
78000,0,0,Petrol,4
149000,90000,5,Petrol,6
108000,0,0,Petrol,4
669000,2000,2,Petrol,8
380000,0,1,Petrol,6
46000,125000,11,Petrol,6
55000,126500,9,Petrol,4
46000,150600,8,Petrol,6
70000,129000,8,Petrol,6
65000,160000,9,Petrol,6
520000,92000,4,Petrol,8
43000,27000,3,Petrol,4
32000,78250,13,Petrol,6
54000,81000,5,Petrol,4
82000,0,1,Petrol,4
80000,0,0,Petrol,4
78000,0,0,Petrol,4
149000,90000,5,Petrol,6
108000,0,0,Petrol,4
669000,2000,2,Petrol,8
380000,0,1,Petrol,6
46000,125000,11,Petrol,6
55000,126500,9,Petrol,4
46000,150600,8,Petrol,6
70000,129000,8,Petrol,6
65000,160000,9,Petrol,6
520000,92000,4,Petrol,8
43000,27000,3,Petrol,4
32000,78250,13,Petrol,6
54000,81000,5,Petrol,4
63500,63000,5,Petrol,4
655000,9000,1,Petrol,6
290000,63000,3,Petrol,6
197500,120000,7,Petrol,8
152000,18000,1,Electric,0
26000,231000,14,Petrol,6
535000,47000,10,Petrol,8
97000,19000,1,Petrol,4
21000,82000,4,Petrol,4
365000,35000,17,Petrol,12
985000,1800,0,Petrol,6
725000,52000,4,Petrol,10
335000,31,0,Petrol,4
975000,50,1,Petrol,6
735000,50000,3,Petrol,8
255000,0,1,Petrol,4
169000,25000,5,Diesel,6
1550,300,0,Petrol,6
419000,55000,2,Petrol,8
125000,40000,5,Petrol,4
525000,10,1,Petrol,6
655000,13000,4,Petrol,8
475000,23000,1,Petrol,8
735000,9000,2,Petrol,8
755000,10000,5,Petrol,12
465000,20000,5,Petrol,8
675000,1900,2,Petrol,8
295000,89320,4,Petrol,6
39500,151000,6,Petrol,4
280000,46000,3,Petrol,4
34000,129000,5,Petrol,4
39000,67000,8,Petrol,6
69000,58000,10,Petrol,4
13500,195200,11,Petrol,4
43000,23000,4,Petrol,4
53000,46000,4,Petrol,4
40500,43000,3,Petrol,4
21000,128000,16,Petrol,8
455000,8000,1,Petrol,6
58500,138000,9,Petrol,6
365000,35000,17,Petrol,12
985000,1800,0,Petrol,6
725000,52000,4,Petrol,10
335000,31,0,Petrol,4
975000,50,1,Petrol,6
735000,50000,3,Petrol,8
255000,0,1,Petrol,4
169000,25000,5,Diesel,6
1550,300,0,Petrol,6
419000,55000,2,Petrol,8
125000,40000,5,Petrol,4
525000,10,1,Petrol,6
655000,13000,4,Petrol,8
475000,23000,1,Petrol,8
735000,9000,2,Petrol,8
755000,10000,5,Petrol,12
465000,20000,5,Petrol,8
675000,1900,2,Petrol,8
295000,89320,4,Petrol,6
28000,166000,9,Petrol,4
33500,131000,11,Petrol,4
169000,43999,2,Petrol,4
54900,68900,2,Petrol,3
245000,5000,1,Petrol,4
59000,460000,19,Petrol,6
115000,105000,5,Petrol,8
90000,146000,10,Petrol,8
100000,87000,4,Petrol,4
215000,55000,3,Petrol,4
210000,132000,8,Petrol,8
175000,73000,4,Petrol,4
159000,95000,5,Petrol,4
125000,146000,7,Petrol,8
115000,138000,8,Petrol,6
110000,99000,5,Petrol,6
98000,87000,6,Petrol,4
137000,73000,3,Petrol,4
110000,93000,5,Petrol,4
75000,141000,8,Petrol,4
105000,69000,5,Petrol,8
55000,151000,9,Petrol,6
46000,153000,11,Petrol,8
65000,117000,8,Petrol,8
80000,138000,9,Petrol,6
80000,138000,9,Petrol,6
110000,107000,15,Petrol,8
52000,127000,9,Petrol,8
85000,88000,4,Petrol,6
97000,91000,3,Petrol,8
76000,122000,6,Petrol,6
75000,63000,9,Petrol,6
140000,156000,5,Petrol,8
30000,333000,21,Petrol,6
65000,126000,9,Petrol,6
35500,233339,10,Petrol,6
575000,0,0,Petrol,6
385000,0,1,Petrol,6
155000,9600,2,Petrol,6
800000,40000,5,Petrol,12
120000,133000,9,Petrol,8
780000,0,0,Petrol,8
120000,15000,2,Electric,0
28500,220000,11,Petrol,4
385000,26600,3,Petrol,6
419000,0,0,Petrol,6
155000,9600,2,Petrol,6
355000,29000,1,Petrol,6
48000,33000,4,Petrol,4
35000,200000,10,Diesel,4
79000,112000,6,Petrol,4
69000,211475,28,Petrol,8
17500,117000,14,Petrol,4
31000,93633,7,Petrol,4
189900,0,1,Petrol,6
23000,190000,6,Petrol,4
21000,168000,10,Petrol,4
41000,6710,3,Petrol,4
85000,61000,5,Petrol,4
85000,172000,6,Petrol,4
135000,60000,3,Petrol,4
245000,23000,8,Petrol,6
130000,163000,7,Petrol,8
99000,40000,4,Petrol,6
84999,15094,1,Petrol,3
23000,130000,16,Petrol,6
34000,139000,9,Petrol,4
10000,170000,15,Petrol,0
33000,140000,4,Petrol,4
32000,133000,10,Petrol,4
245000,68000,4,Petrol,8
14000,146506,18,Petrol,8
58000,106000,10,Petrol,6
63000,120000,8,Petrol,6
72000,107000,6,Petrol,6
135000,60000,3,Petrol,4
245000,23000,8,Petrol,6
130000,163000,7,Petrol,8
99000,40000,4,Petrol,6
84999,15094,1,Petrol,3
23000,130000,16,Petrol,6
34000,139000,9,Petrol,4
10000,170000,15,Petrol,0
33000,140000,4,Petrol,4
32000,133000,10,Petrol,4
245000,68000,4,Petrol,8
14000,146506,18,Petrol,8
58000,106000,10,Petrol,6
63000,120000,8,Petrol,6
72000,107000,6,Petrol,6
49000,46000,6,Petrol,4
55000,120000,10,Petrol,6
65000,60000,5,Petrol,4
43000,220000,9,Petrol,6
93000,120000,8,Petrol,8
95000,115232,13,Petrol,6
95000,150000,11,Petrol,8
19500,305000,10,Petrol,6
502000,1300,1,Petrol,6
59000,0,1,Petrol,4
69000,224000,10,Petrol,8
95000,69000,3,Petrol,4
17000,275000,14,Petrol,6
799995,3000,1,Petrol,6
210000,3500,59,Petrol,8
150000,51000,19,Petrol,8
149500,47000,3,Petrol,8
52000,220116,10,Petrol,8
15500,220000,9,Petrol,4
365000,36000,2,Petrol,8
136000,198900,7,Petrol,6
22000,150000,15,Petrol,4
20000,124000,13,Petrol,4
15500,256000,11,Petrol,4
40000,91000,9,Petrol,4
39000,63000,2,Petrol,4
54999,40000,6,Petrol,6
16500,120700,18,Petrol,4
39500,23000,4,Petrol,4
31000,130000,8,Petrol,4
33000,150000,8,Petrol,4
18000,124000,17,Petrol,6
259000,55000,3,Petrol,6
289000,48000,4,Petrol,6
599000,22000,3,Petrol,8
339000,37000,3,Petrol,6
70000,229000,10,Petrol,8
90000,14000,3,Petrol,6
20000,197000,10,Petrol,4
55000,148000,9,Petrol,4
89000,150000,7,Petrol,4
42000,49000,4,Petrol,4
69000,224000,10,Petrol,8
95000,69000,3,Petrol,4
17000,275000,14,Petrol,6
799995,3000,1,Petrol,6
210000,3500,59,Petrol,8
150000,51000,19,Petrol,8
149500,47000,3,Petrol,8
52000,220116,10,Petrol,8
15500,220000,9,Petrol,4
365000,36000,2,Petrol,8
136000,198900,7,Petrol,6
22000,150000,15,Petrol,4
20000,124000,13,Petrol,4
15500,256000,11,Petrol,4
40000,91000,9,Petrol,4
39000,63000,2,Petrol,4
54999,40000,6,Petrol,6
16500,120700,18,Petrol,4
155000,120000,8,Petrol,8
310000,67000,4,Petrol,8
23999,93998,5,Petrol,4
28000,197000,15,Petrol,6
55000,169000,9,Petrol,4
23000,146000,8,Petrol,4
119000,60000,6,Petrol,6
18500,287356,10,Petrol,4
69000,137000,6,Petrol,4
12000,360000,16,Petrol,6
24500,200000,10,Petrol,4
30000,138000,16,Petrol,6
23500,96000,3,Petrol,3
22000,132000,4,Petrol,4
30000,505000,6,Petrol,4
299000,21000,10,Petrol,12
65000,130000,11,Petrol,8
99000,140000,6,Petrol,6
